test_0	test_1	test_2	test_3	test_4	test_5	test_6	test_7	test_8	test_9
-30.884876059506446	-30.503469560021685	-28.403260819034482	-29.581303755361763	-31.401388655996296	-31.432428335639443	-30.312775816899805	-30.334439718143784	-30.163688235553145	-30.670035959265228
-32.556808719516	-32.164773075196706	-30.086316099200623	-31.25539868907436	-33.06510029598181	-33.092936923250285	-31.976583015455848	-32.0070346281222	-31.838047397674643	-32.3288961888738
-34.20728478557807	-33.80525001438828	-31.751602962265142	-32.9099961265918	-34.70662441054605	-34.7312308968549	-33.619838882183586	-33.65900560734812	-33.49203086229182	-33.96669023649285
-35.83390378196493	-35.422505705088255	-33.396670064442134	-34.54267299525182	-36.32357776439451	-36.34493109602574	-35.2401430237015	-35.287942997905546	-35.12322435886163	-35.581028699983634
-37.434315155803255	-37.01419433469005	-35.01911181316551	-36.151053817633105	-37.91362768813783	-37.93170886229321	-36.83514364119469	-36.89148605852998	-36.72926228219044	-37.169571261876804
-39.006220565450995	-38.57802126937329	-36.61657085453374	-37.732813104789116	-39.47449432589669	-39.48928828459651	-38.40253986463972	-38.46732529770847	-38.30783003919179	-38.73002899480202
-40.54737603604047	-40.11174524021776	-38.186740425424716	-39.28567761547379	-41.003952750814065	-41.015448312786965	-39.94008395400767	-40.01320467346382	-39.856666262119845	-40.260166534374505
-42.05559398438788	-41.61318039870158	-39.727366572342525	-40.80742848347831	-42.499834950690506	-42.50802474139472	-41.445583369593315	-41.526923661987496	-41.373564890435325	-41.75780412170053
-43.52874511553268	-43.08019824380494	-41.236250239131635	-42.295903215268744	-43.96003168602065	-43.96491206593164	-42.91690271368408	-43.00633919735206	-42.856377123528546	-43.220819517727605
-44.96476019322765	-44.510729422999944	-42.71124922576316	-43.748997560175816	-45.38249422276304	-45.384065214058246	-44.35196554584414	-44.44936748459292	-44.303013246582395	-44.64714979172605
-46.36163168675082	-45.90276540946164	-44.150280020458354	-45.164667255446446	-46.765235942225864	-46.76350115399253	-45.74875607414218	-45.85398568850379	-45.711444331914855	-46.034792986240625
-47.71741529645588	-47.25436005788111	-45.55131950747024	-46.54092964851647	-48.106333830493874	-48.10130038258198	-47.10532072470019	-47.21823350053646	-47.07970381818628	-47.38180966089762
-49.03023136051757	-48.56363104130579	-46.912406552892826	-47.87586519890899	-49.403929849860866	-49.39560829549818	-48.41976959198314	-48.54021458623858	-48.40588896990128	-48.68632431749526
-50.29826614536214	-49.8287611714664	-48.231643470910825	-49.16761886220237	-50.656232194764385	-50.64463644204763	-49.690277772285995	-49.81809791569911	-49.68816221967038	-49.946526708840395
-51.519773022304214	-51.0479996050838	-49.507197372941306	-50.41440135854608	-51.86151643474821	-51.846663667119394	-50.91508658290809	-51.05011897950306	-50.92475239573049	-51.16067303382646
-52.693073532934534	-52.21966293867474	-50.737301402150464	-51.614490328232336	-53.01812654700205	-53.00003714281595	-52.09250466953122	-52.23458089272408	-52.11395583724965	-52.327087021274224
-53.81655834582563	-53.3421361943984	-51.92025585585886	-52.766231376856034	-54.12447584104718	-54.103173292331746	-53.220909004341486	-53.36985538950616	-53.25413739996464	-53.44416090507848
-54.88868810713753	-54.41387369950448	-53.05442919836988	-53.868039012616215	-55.17904777815262	-55.15455860866085	-54.2987457774537	-54.454383710803725	-54.34373135471947	-54.5103562932226
-55.90799418771985	-55.433399861957355	-54.13825896677778	-54.91839747832919	-56.18039668807787	-56.1527503707259	-55.324531184212056	-55.486677387864304	-55.381242181486726	-55.52420493323638
-56.873079329314265	-56.399309844822035	-55.17025257232551	-55.915861480735174	-57.127148385746786	-57.09637725952993	-56.29685211095179	-56.46531892404809	-56.365245261465446	-56.48430937668328
-57.78261819246848	-57.31027014200463	-56.148987999894935	-56.85905681969048	-58.01800069046167	-57.98413987693646	-57.21436672181403	-57.38896237758626	-57.2943874698562	-57.38934354526984
-58.635357808773904	-58.16501905794395	-57.073114408220356	-57.746680919841786	-58.85172385026832	-58.814811169685726	-58.0758049492109	-58.25633384788355	-58.16738767191886	-58.23805320117382
-59.430117940039935	-58.96236709385163	-57.941352633419974	-58.577503267382355	-59.62716087408157	-59.587236761253365	-58.87996889053799	-59.06623186797139	-58.98303712491866	-59.02925632418803
-60.16579134701328	-59.70119724309613	-58.752495598442685	-59.35036575448866	-60.343227774176185	-60.300335194153504	-59.62573311373045	-59.81752770571552	-59.74019978856524	-59.7618433982741
-60.84134397024508	-60.38046519832056	-59.50540863102519	-60.064182934032814	-60.99891372164189	-60.953098085281816	-60.31204487425373	-60.50916557637718	-60.43781254654371	-60.434777610115646
-61.45581502569968	-60.99919947287736	-60.19902969275067	-60.71794218715977	-61.593281117390944	-61.544590196884585	-60.93792424611284	-61.14016276911909	-61.07488534172998	-61.047094962252196
-62.008317017688064	-61.55650143915229	-60.83236952179331	-61.3107038063096	-62.125465581295735	-62.07394942572814	-61.50246416945428	-61.70960969003775	-61.65050122767267	-61.5979043033651
-62.50159442632802	-62.060575226174024	-61.40451169192317	-61.84160099625395	-62.61100205428614	-62.55998975496882	-62.00994244862088	-62.216669824290776	-62.1638163389116	-62.09897257915591
-62.97359682233628	-62.546425236096646	-61.916050122791546	-62.33217170823131	-63.07599916932365	-63.02610013137556	-62.499004711778625	-62.69306433272116	-62.64320534200817	-62.5820386054252
-63.422814685111796	-63.01257734809709	-62.40928504458462	-62.80446980738181	-63.51895703354265	-63.47078775090651	-62.96817350691585	-63.15016214778678	-63.103224046628895	-63.04563196231732
-63.84772757648721	-63.45754163321946	-62.882739735662746	-63.257023141015374	-63.938363555264885	-63.89254661207739	-63.41595589588502	-63.586480164947	-63.54238784983731	-63.48826605891602
-64.24680660572339	-63.87981458674636	-63.33492183769913	-63.68834374285261	-64.3326968509129	-64.28985987610973	-63.84084570215508	-64.00052100184281	-63.95919800625022	-63.908440348084795
-64.61851700717808	-64.27788147048949	-63.76432559556854	-64.09693006677558	-64.70042776395091	-64.66120233856633	-64.24132586868103	-64.39077530825303	-64.3521439441148	-64.3046426509991
-64.96132083181088	-64.65021876635575	-64.16943420725451	-64.48126933051066	-65.04002249706855	-65.00504301372808	-64.61587092723461	-64.75572418693278	-64.71970569234364	-64.6753515927399
-65.27872892939126	-64.99529674245824	-64.54872228512443	-64.83983997059961	-65.34994535872278	-65.31984783287183	-64.962949580452	-65.09384172663125	-65.0603564197991	-65.01903915023303
-65.57124724045546	-65.31158213294752	-64.9006584298351	-65.17111420992852	-65.62866162504804	-65.60408245750507	-65.28102739775977	-65.40359764849384	-65.37256508802703	-65.33417331372605
-65.83300260365382	-65.59754093263706	-65.22370791803654	-65.47356073898979	-65.88292969984931	-65.85621520850297	-65.56856962623705	-65.68346006695482	-65.65479921853895	-65.61922086289397
-66.06246651173268	-65.85164130738663	-65.51633550493943	-65.74564751195184	-66.11106413678127	-66.08553470167509	-65.8240441173612	-65.93189836611954	-65.9055277756356	-65.87265025855655
-66.25811646931533	-66.07767154158721	-65.77700834270136	-65.98584465850016	-66.3061645527291	-66.28699234289354	-66.05866955904195	-66.14738619251906	-66.1232241656474	-66.0929346508734
-66.43356338503004	-66.28117810960636	-66.01817664767015	-66.19262751229577	-66.46671491470298	-66.45453423459104	-66.26344757370723	-66.33300951105065	-66.31549764839762	-66.2935289289667
-66.57843275807309	-66.45101232675789	-66.22814538397652	-66.3762670083393	-66.6006827210704	-66.58665114850504	-66.43434181198131	-66.49786758551306	-66.48250260337255	-66.46304253255545
-66.68770595397285	-66.58566366491176	-66.4043402846941	-66.53231656073426	-66.7105485596374	-66.69768226905639	-66.56984248002568	-66.62798260348144	-66.61468097212739	-66.59761450220599
-66.76232907013268	-66.69295000882055	-66.54525041598946	-66.65316337629895	-66.78410359430114	-66.7790677496998	-66.68606054856504	-66.72185410254454	-66.71053250374503	-66.69640418502681
-66.8211007918555	-66.77695419318124	-66.6677249515081	-66.73731083401017	-66.8198647706402	-66.82328488113001	-66.77079988413243	-66.79136913885517	-66.78678343717839	-66.78044773009958
-66.8425473747263	-66.8240306552962	-66.75785495713633	-66.80580275641725	-66.8416714040218	-66.83602941206988	-66.81840012759449	-66.83462943359844	-66.83195278295626	-66.82780508033926
-66.8425473747263	-66.83274571281558	-66.81095126148905	-66.83924311681798	-66.8416714040218	-66.83602941206988	-66.83624714978377	-66.83992712615832	-66.83907505989707	-66.83699938408446
0.0	-66.83274571281558	-66.83486192575648	-66.83924311681798	0.0	0.0	-66.83624714978377	-66.83992712615832	-66.83907505989707	-66.83699938408446
0.0	0.0	-66.8375351006238	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	-66.8375351006238	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
