test_0	test_1	test_2	test_3	test_4	test_5	test_6	test_7	test_8	test_9
-38.61292765606388	-31.42500259509686	-38.226442289082556	-28.90642397313802	-37.55744740390174	-37.38600846875182	-33.39531202182265	-34.06859686581919	-35.17009627425532	-30.377312717042365
-42.72819457676947	-36.007600276333555	-40.82682729499665	-32.35892836313622	-39.194116117878956	-45.034700634689486	-40.41271970498558	-35.42564740564376	-40.02903120777677	-33.04262574288589
-43.83194044700032	-40.350341003148756	-45.11796465431736	-37.768557062205616	-45.10762837619505	-49.679236306989445	-42.781866597756505	-40.34447301080529	-45.9910245263504	-39.59401513903417
-45.04690865524253	-43.67079212120035	-49.45022065748761	-43.89363695044035	-47.62158555423859	-53.691078835377894	-50.247190552093315	-44.64672329933488	-50.84795703669136	-41.21830626562855
-45.74076485880961	-49.70573766792836	-53.997985212938254	-46.0158809343535	-52.71896296666561	-57.194524886857955	-52.4973685122272	-46.64475746700475	-52.98105462991001	-48.07682844705332
-47.862254116237054	-53.01749324260322	-56.939481242298825	-49.4123320304191	-53.64357132730473	-60.826014164037616	-53.30647225257724	-52.06532702110325	-53.626116257981245	-52.74055188744907
-52.53232216209195	-56.57193571790927	-59.004693897700314	-52.90208005370271	-57.84469604047309	-61.98816479172333	-54.13883986181061	-53.18193211143839	-57.069378285143394	-53.44457324794107
-53.333082669793406	-57.910323842233474	-61.307732879131386	-55.013231232931275	-60.718941845465814	-64.10699278314465	-55.159649218500945	-55.61228145749521	-59.863183209518304	-57.538490445500415
-55.60263438440184	-59.93580779085509	-63.94808783032708	-59.050722626859056	-61.574986646887936	-65.10889867453984	-55.792872836363266	-58.930262350565016	-63.064357515265364	-59.619131049727805
-56.68003436111767	-61.65872238019132	-65.71600288605703	-60.75767162774469	-64.0864823956963	-66.12425157652697	-56.68307166519325	-59.20115553085248	-65.25098212185854	-60.01888866621891
-58.9414219943777	-63.03251331456682	-66.29779734080877	-60.75767162774469	-64.16685142623525	-66.53848868090839	-59.41201431268689	-62.14149062586277	-65.25098212185854	-62.01251518055651
-59.0214640854549	-63.03251331456682	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.25098212185854	-62.01251518055651
-59.0214640854549	-63.03251331456682	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-60.253672936201795	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
-61.24528187309822	-63.17741047717431	-66.36917743546832	-60.75767162774469	-64.96760260140495	-66.53848868090839	-61.035360400159114	-64.60738391642947	-65.8911266082512	-62.01251518055651
