Hillclimbing step = 1	Hillclimbing step = 0.5	Steepest Ascent HillClimbing step = 1	Steepest Ascent HillClimbing step = 0.5	Random Restart HillClimbing step = 1	Random Restart HillClimbing step = 0.5	SimulatedAnnealing alpha = 0.993 using t1	SimulatedAnnealing alpha = 0.993 using t2	SimulatedAnnealing alpha = 0.987 using t1	SimulatedAnnealing alpha = 0.987 using t2
2.738883646459184	1.99141088444109	2.0980861790782064	1.6095626623802577	2.0792052753822903	1.6980369854573016	-0.4900240122094324	-2.03045171010369	1.8355879219050295	1.9228544241725096
1.7992962260105165	1.6562587660020345	1.7959885167039773	1.5436461264827765	1.670589160786983	1.5720295346062954	-4.0625283928487175	-2.0656038033720936	1.6940272133065353	1.8245286925480149
1.7644547520791065	1.5964492591526753	1.8427424991470154	1.5267081409571392	1.7248452376452235	1.5705238407032582	-7.023049255910172	-9.712986961483052	-2.3952863174191283	1.511552436786729
1.6806430306248543	1.5713252661805952	1.8427424991470154	1.5267081409571392	2.0796672731651924	1.5571604934523056	-8.335297796347916	-11.161797830068918	-2.396499940657528	-1.2912257473962288
1.6806430306248543	1.5268714794837315	1.8427424991470154	1.5267081409571392	1.8097946647430496	1.5559857812328939	-8.335297796347916	-12.779339453603704	-2.396499940657528	-1.2912257473962288
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.873017125716904	1.5780582631929447	-11.140793391527719	-13.187421919114152	-2.396499940657528	-2.8448454269331185
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.920086691277194	1.5976892097994675	-11.140793391527719	-20.109275466304698	-3.477358854524154	-12.892084289779998
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.7274604078949451	1.556382266990298	-19.535527760476104	-21.98411714156287	-3.477358854524154	-20.209475702070968
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	2.0734752759157704	1.571073679704172	-19.535527760476104	-23.543263567384198	-3.477358854524154	-20.209475702070968
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.954975980706458	1.5972743326819019	-19.535527760476104	-28.83137870024597	-12.033292773609045	-22.388753583584638
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6780154231243258	1.5453046158084474	-20.717977253995706	-29.268054136657202	-12.094401848811234	-30.948946342703863
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.8275577698164724	1.561267409959388	-23.710487207583995	-29.268054136657202	-13.11325014719181	-33.76282864944188
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.803904043374628	1.5534157499880412	-34.54665084424909	-39.048153987227444	-13.11325014719181	-33.76282864944188
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6790866023256528	1.5216703384057835	-34.54665084424909	-39.183017448603756	-16.307735833857258	-33.76282864944188
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6172062265843212	1.503422832238872	-37.01030388658914	-39.183017448603756	-16.334205766647965	-39.26652203918826
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6172062265843212	1.503422832238872	-37.01030388658914	-41.793933183301796	-16.93543195871897	-47.75096498997889
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6172062265843212	1.503422832238872	-37.01030388658914	-41.793933183301796	-16.93543195871897	-47.75096498997889
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6172062265843212	1.503422832238872	-37.12868096752183	-46.8299794593392	-24.888587275764248	-47.75096498997889
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6172062265843212	1.503422832238872	-37.12868096752183	-46.8299794593392	-24.888587275764248	-47.75096498997889
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6172062265843212	1.503422832238872	-37.12868096752183	-46.8299794593392	-25.52720718104893	-60.08631741015645
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6172062265843212	1.503422832238872	-37.12868096752183	-47.337188368829786	-25.52720718104893	-60.08631741015645
1.6806430306248543	1.533766838879929	1.8427424991470154	1.5267081409571392	1.6172062265843212	1.503422832238872	-39.22824491787636	-51.984300357160365	-25.52720718104893	-60.08631741015645
